"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id","bikes_allowed"
12,5,4151,"LINDENWOLD LOCAL",1,1,1
12,5,4152,"LINDENWOLD SPECIAL",1,1,1
12,5,4153,"LINDENWOLD SPECIAL",1,1,1
12,5,4154,"LINDENWOLD SPECIAL",1,1,1
12,5,4155,"LINDENWOLD SPECIAL",1,1,1
12,5,4156,"LINDENWOLD SPECIAL",1,1,1
12,5,4157,"LINDENWOLD LOCAL",1,1,1
12,5,4158,"LINDENWOLD LOCAL",1,1,1
12,5,4159,"LINDENWOLD LOCAL",1,1,1
12,5,4160,"LINDENWOLD LOCAL",1,1,1
12,5,4161,"LINDENWOLD LOCAL",1,1,1
12,5,4162,"LINDENWOLD LOCAL",1,1,1
12,5,4163,"LINDENWOLD LOCAL",1,1,1
12,5,4164,"LINDENWOLD LOCAL",1,1,1
12,5,4165,"LINDENWOLD LOCAL",1,1,1
12,5,4166,"LINDENWOLD LOCAL",1,1,1
12,5,4167,"LINDENWOLD LOCAL",1,1,1
12,5,4168,"LINDENWOLD LOCAL",1,1,1
12,5,4169,"LINDENWOLD LOCAL",1,1,1
12,5,4170,"LINDENWOLD LOCAL",1,1,1
12,5,4171,"LINDENWOLD LOCAL",1,1,1
12,5,4172,"LINDENWOLD LOCAL",1,1,1
12,5,4173,"LINDENWOLD LOCAL",1,1,1
12,5,4174,"LINDENWOLD LOCAL",1,1,1
12,5,4175,"LINDENWOLD LOCAL",1,1,1
12,5,4176,"LINDENWOLD LOCAL",1,1,1
12,5,4177,"LINDENWOLD LOCAL",1,1,1
12,5,4178,"LINDENWOLD LOCAL",1,1,1
12,5,4179,"LINDENWOLD LOCAL",1,1,1
12,5,4180,"LINDENWOLD LOCAL",1,1,1
12,5,4181,"LINDENWOLD LOCAL",1,1,1
12,5,4182,"LINDENWOLD LOCAL",1,1,1
12,5,4183,"LINDENWOLD LOCAL",1,1,1
12,5,4184,"LINDENWOLD LOCAL",1,1,1
12,5,4185,"LINDENWOLD LOCAL",1,1,1
12,5,4186,"LINDENWOLD LOCAL",1,1,1
12,5,4187,"LINDENWOLD LOCAL",1,1,1
12,5,4188,"LINDENWOLD LOCAL",1,1,1
12,5,4189,"LINDENWOLD LOCAL",1,1,1
12,5,4190,"LINDENWOLD LOCAL",1,1,1
12,5,4191,"LINDENWOLD LOCAL",1,1,1
12,5,4192,"LINDENWOLD LOCAL",1,1,1
12,5,4193,"LINDENWOLD LOCAL",1,1,1
