"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id","bikes_allowed"
12,2,4151,"LINDENWOLD LOCAL",1,1,1
12,2,4152,"LINDENWOLD SPECIAL",1,1,1
12,2,4153,"LINDENWOLD SPECIAL",1,1,1
12,2,4154,"LINDENWOLD SPECIAL",1,1,1
12,2,4155,"LINDENWOLD SPECIAL",1,1,1
12,2,4156,"LINDENWOLD SPECIAL",1,1,1
12,2,4157,"LINDENWOLD LOCAL",1,1,1
12,2,4158,"LINDENWOLD LOCAL",1,1,1
12,2,4159,"LINDENWOLD LOCAL",1,1,1
12,2,4160,"LINDENWOLD LOCAL",1,1,1
12,2,4161,"LINDENWOLD LOCAL",1,1,1
12,2,4162,"LINDENWOLD LOCAL",1,1,1
12,2,4163,"LINDENWOLD LOCAL",1,1,1
12,2,4164,"LINDENWOLD LOCAL",1,1,1
12,2,4165,"LINDENWOLD LOCAL",1,1,1
12,2,4166,"LINDENWOLD LOCAL",1,1,1
12,2,4167,"LINDENWOLD LOCAL",1,1,1
12,2,4168,"LINDENWOLD LOCAL",1,1,1
12,2,4169,"LINDENWOLD LOCAL",1,1,1
12,2,4170,"LINDENWOLD LOCAL",1,1,1
12,2,4171,"LINDENWOLD LOCAL",1,1,1
12,2,4172,"LINDENWOLD LOCAL",1,1,1
12,2,4173,"LINDENWOLD LOCAL",1,1,1
12,2,4174,"LINDENWOLD LOCAL",1,1,1
12,2,4175,"LINDENWOLD LOCAL",1,1,1
12,2,4176,"LINDENWOLD LOCAL",1,1,1
12,2,4177,"LINDENWOLD LOCAL",1,1,1
12,2,4178,"LINDENWOLD LOCAL",1,1,1
12,2,4179,"LINDENWOLD LOCAL",1,1,1
12,2,4180,"LINDENWOLD LOCAL",1,1,1
12,2,4181,"LINDENWOLD LOCAL",1,1,1
12,2,4182,"LINDENWOLD LOCAL",1,1,1
12,2,4183,"LINDENWOLD LOCAL",1,1,1
12,2,4184,"LINDENWOLD LOCAL",1,1,1
12,2,4185,"LINDENWOLD LOCAL",1,1,1
12,2,4186,"LINDENWOLD LOCAL",1,1,1
12,2,4187,"LINDENWOLD LOCAL",1,1,1
12,2,4188,"LINDENWOLD LOCAL",1,1,1
12,2,4189,"LINDENWOLD LOCAL",1,1,1
12,2,4190,"LINDENWOLD LOCAL",1,1,1
12,2,4191,"LINDENWOLD LOCAL",1,1,1
12,2,4192,"LINDENWOLD LOCAL",1,1,1
12,2,4193,"LINDENWOLD LOCAL",1,1,1
12,2,4194,"LINDENWOLD LOCAL",1,1,1
12,2,4195,"LINDENWOLD LOCAL",1,1,1
12,2,4196,"LINDENWOLD LOCAL",1,1,1
12,2,4197,"LINDENWOLD LOCAL",1,1,1
12,2,4198,"LINDENWOLD LOCAL",1,1,1
12,2,4199,"LINDENWOLD LOCAL",1,1,1
12,2,4200,"LINDENWOLD LOCAL",1,1,1
12,2,4201,"LINDENWOLD LOCAL",1,1,1
12,2,4202,"LINDENWOLD LOCAL",1,1,1
12,2,4203,"LINDENWOLD LOCAL",1,1,1
12,2,4204,"LINDENWOLD LOCAL",1,1,1
12,2,4205,"LINDENWOLD LOCAL",1,1,1
12,2,4206,"LINDENWOLD LOCAL",1,1,1
12,2,4207,"LINDENWOLD LOCAL",1,1,1
12,2,4208,"LINDENWOLD LOCAL",1,1,1
12,2,4209,"LINDENWOLD LOCAL",1,1,1
12,2,4210,"LINDENWOLD LOCAL",1,1,1
12,2,4211,"LINDENWOLD LOCAL",1,1,1
12,2,4212,"LINDENWOLD LOCAL",1,1,1
12,1,4213,"LINDENWOLD LOCAL",1,1,1
12,1,4214,"LINDENWOLD SPECIAL",1,1,1
12,1,4215,"LINDENWOLD SPECIAL",1,1,1
12,1,4216,"LINDENWOLD SPECIAL",1,1,1
12,1,4217,"LINDENWOLD SPECIAL",1,1,1
12,1,4218,"LINDENWOLD SPECIAL",1,1,1
12,1,4219,"LINDENWOLD LOCAL",1,1,1
12,1,4220,"LINDENWOLD LOCAL",1,1,1
12,1,4221,"LINDENWOLD LOCAL",1,1,1
12,1,4222,"LINDENWOLD LOCAL",1,1,1
12,1,4223,"LINDENWOLD LOCAL",1,1,1
12,1,4224,"LINDENWOLD LOCAL",1,1,1
12,1,4225,"LINDENWOLD LOCAL",1,1,1
12,1,4226,"LINDENWOLD LOCAL",1,1,1
12,1,4227,"LINDENWOLD LOCAL",1,1,1
12,1,4228,"LINDENWOLD LOCAL",1,1,1
12,1,4229,"LINDENWOLD LOCAL",1,1,1
12,1,4230,"LINDENWOLD LOCAL",1,1,1
12,1,4231,"LINDENWOLD LOCAL",1,1,1
12,1,4232,"LINDENWOLD LOCAL",1,1,1
12,1,4233,"LINDENWOLD LOCAL",1,1,1
12,1,4234,"LINDENWOLD LOCAL",1,1,1
12,1,4235,"LINDENWOLD LOCAL",1,1,1
12,1,4236,"LINDENWOLD LOCAL",1,1,1
12,1,4237,"LINDENWOLD LOCAL",1,1,1
12,1,4238,"LINDENWOLD LOCAL",1,1,1
12,1,4239,"LINDENWOLD LOCAL",1,1,1
12,1,4240,"LINDENWOLD LOCAL",1,1,1
12,1,4241,"LINDENWOLD LOCAL",1,1,1
12,1,4242,"LINDENWOLD LOCAL",1,1,1
12,1,4243,"LINDENWOLD LOCAL",1,1,1
12,1,4244,"LINDENWOLD LOCAL",1,1,1
12,1,4245,"LINDENWOLD LOCAL",1,1,1
12,1,4246,"LINDENWOLD LOCAL",1,1,1
12,1,4247,"LINDENWOLD LOCAL",1,1,1
12,1,4248,"LINDENWOLD LOCAL",1,1,1
12,1,4249,"LINDENWOLD LOCAL",1,1,1
12,1,4250,"LINDENWOLD LOCAL",1,1,1
12,1,4251,"LINDENWOLD LOCAL",1,1,1
12,1,4252,"LINDENWOLD LOCAL",1,1,1
12,1,4253,"LINDENWOLD LOCAL",1,1,1
12,1,4254,"LINDENWOLD LOCAL",1,1,1
12,1,4255,"LINDENWOLD LOCAL",1,1,1
12,1,4256,"LINDENWOLD LOCAL",1,1,1
12,1,4257,"LINDENWOLD LOCAL",1,1,1
12,1,4258,"LINDENWOLD LOCAL",1,1,1
12,1,4259,"LINDENWOLD LOCAL",1,1,1
12,1,4260,"LINDENWOLD LOCAL",1,1,1
12,1,4261,"LINDENWOLD LOCAL",1,1,1
12,1,4262,"LINDENWOLD LOCAL",1,1,1
12,1,4263,"LINDENWOLD LOCAL",1,1,1
12,1,4264,"LINDENWOLD LOCAL",1,1,1
12,1,4265,"LINDENWOLD LOCAL",1,1,1
12,1,4266,"LINDENWOLD LOCAL",1,1,1
12,1,4267,"LINDENWOLD LOCAL",1,1,1
12,1,4268,"LINDENWOLD LOCAL",1,1,1
12,1,4269,"LINDENWOLD LOCAL",1,1,1
12,1,4270,"LINDENWOLD LOCAL",1,1,1
12,1,4271,"LINDENWOLD LOCAL",1,1,1
12,1,4272,"LINDENWOLD LOCAL",1,1,1
12,1,4273,"LINDENWOLD LOCAL",1,1,1
12,1,4274,"LINDENWOLD LOCAL",1,1,1
12,1,4275,"LINDENWOLD LOCAL",1,1,1
12,1,4276,"LINDENWOLD LOCAL",1,1,1
12,1,4277,"LINDENWOLD LOCAL",1,1,1
12,1,4278,"LINDENWOLD LOCAL",1,1,1
12,1,4279,"LINDENWOLD LOCAL",1,1,1
12,1,4280,"LINDENWOLD LOCAL",1,1,1
12,1,4281,"LINDENWOLD LOCAL",1,1,1
12,1,4282,"LINDENWOLD LOCAL",1,1,1
12,1,4283,"LINDENWOLD LOCAL",1,1,1
12,1,4284,"LINDENWOLD LOCAL",1,1,1
12,1,4285,"LINDENWOLD LOCAL",1,1,1
12,1,4286,"LINDENWOLD LOCAL",1,1,1
12,1,4287,"LINDENWOLD LOCAL",1,1,1
12,1,4288,"LINDENWOLD LOCAL",1,1,1
12,1,4289,"LINDENWOLD LOCAL",1,1,1
12,1,4290,"LINDENWOLD LOCAL",1,1,1
12,1,4291,"LINDENWOLD LOCAL",1,1,1
12,1,4292,"LINDENWOLD LOCAL",1,1,1
12,1,4293,"LINDENWOLD LOCAL",1,1,1
12,1,4294,"LINDENWOLD LOCAL",1,1,1
12,1,4295,"LINDENWOLD LOCAL",1,1,1
12,1,4296,"LINDENWOLD LOCAL",1,1,1
12,1,4297,"LINDENWOLD LOCAL",1,1,1
12,1,4298,"LINDENWOLD LOCAL",1,1,1
12,1,4299,"LINDENWOLD LOCAL",1,1,1
12,1,4300,"LINDENWOLD LOCAL",1,1,1
