service_id,date,exception_type
1,20240101,2
2,20240101,2
3,20240101,2
4,20240101,2
5,20240101,2
6,20240101,2
1,20250101,2
2,20250101,2
3,20250101,2
4,20250101,2
5,20250101,2
6,20250101,2
1,20260101,2
2,20260101,2
3,20260101,2
4,20260101,2
5,20260101,2
6,20260101,2
1,20270101,2
2,20270101,2
3,20270101,2
4,20270101,2
5,20270101,2
6,20270101,2
1,20280101,2
2,20280101,2
3,20280101,2
4,20280101,2
5,20280101,2
6,20280101,2
1,20240704,2
2,20240704,2
3,20240704,2
4,20240704,2
5,20240704,2
6,20240704,2
1,20250704,2
2,20250704,2
3,20250704,2
4,20250704,2
5,20250704,2
6,20250704,2
1,20260704,2
2,20260704,2
3,20260704,2
4,20260704,2
5,20260704,2
6,20260704,2
1,20270704,2
2,20270704,2
3,20270704,2
4,20270704,2
5,20270704,2
6,20270704,2
1,20240902,2
2,20240902,2
3,20240902,2
4,20240902,2
5,20240902,2
6,20240902,2
1,20250901,2
2,20250901,2
3,20250901,2
4,20250901,2
5,20250901,2
6,20250901,2
1,20260907,2
2,20260907,2
3,20260907,2
4,20260907,2
5,20260907,2
6,20260907,2
1,20270906,2
2,20270906,2
3,20270906,2
4,20270906,2
5,20270906,2
6,20270906,2
1,20241128,2
2,20241128,2
3,20241128,2
4,20241128,2
5,20241128,2
6,20241128,2
1,20241129,2
2,20241129,2
3,20241129,2
4,20241129,2
5,20241129,2
6,20241129,2
1,20251127,2
2,20251127,2
3,20251127,2
4,20251127,2
5,20251127,2
6,20251127,2
1,20251128,2
2,20251128,2
3,20251128,2
4,20251128,2
5,20251128,2
6,20251128,2
1,20261126,2
2,20261126,2
3,20261126,2
4,20261126,2
5,20261126,2
6,20261126,2
1,20261127,2
2,20261127,2
3,20261127,2
4,20261127,2
5,20261127,2
6,20261127,2
1,20271125,2
2,20271125,2
3,20271125,2
4,20271125,2
5,20271125,2
6,20271125,2
1,20271126,2
2,20271126,2
3,20271126,2
4,20271126,2
5,20271126,2
6,20271126,2
1,20231225,2
2,20231225,2
3,20231225,2
4,20231225,2
5,20231225,2
6,20231225,2
1,20241225,2
2,20241225,2
3,20241225,2
4,20241225,2
5,20241225,2
6,20241225,2
1,20251225,2
2,20251225,2
3,20251225,2
4,20251225,2
5,20251225,2
6,20251225,2
1,20261225,2
2,20261225,2
3,20261225,2
4,20261225,2
5,20261225,2
6,20261225,2
1,20271225,2
2,20271225,2
3,20271225,2
4,20271225,2
5,20271225,2
6,20271225,2
4,20250714,1
4,20250715,1
4,20250716,1
4,20250717,1
4,20250718,1
5,20250719,1
6,20250720,1
4,20250721,1
4,20250722,1
4,20250723,1
4,20250724,1
4,20250725,1
5,20250726,1
6,20250727,1
7,20250714,1
7,20250715,1
7,20250716,1
7,20250717,1
7,20250718,1
8,20250719,1
9,20250720,1
7,20250721,1
7,20250722,1
7,20250723,1
7,20250724,1
7,20250725,1
8,20250726,1
9,20250727,1
