service_id,date,exception_type
1,20200912,1
1,20200913,1
1,20200919,1
1,20200920,1
1,20200926,1
1,20200927,1
1,20201003,1
1,20201004,1
1,20201010,1
1,20201011,1
1,20201017,1
1,20201018,1
1,20201024,1
1,20201025,1
1,20201031,1
1,20201101,1
1,20201107,1
1,20201108,1
1,20201114,1
1,20201115,1
1,20201121,1
1,20201122,1
1,20201126,1
1,20201128,1
1,20201129,1
1,20201205,1
1,20201206,1
1,20201212,1
1,20201213,1
1,20201219,1
1,20201220,1
1,20201225,1
1,20201226,1
1,20201227,1
1,20210101,1
1,20210102,1
1,20210103,1
1,20210109,1
1,20210110,1
1,20210116,1
1,20210117,1
1,20210118,1
1,20210123,1
1,20210124,1
1,20210130,1
1,20210131,1
1,20210206,1
1,20210207,1
1,20210213,1
1,20210214,1
1,20210215,1
1,20210220,1
1,20210221,1
1,20210227,1
1,20210228,1
1,20210306,1
2,20200910,1
2,20200911,1
2,20200914,1
2,20200915,1
2,20200916,1
2,20200917,1
2,20200918,1
2,20200921,1
2,20200922,1
2,20200923,1
2,20200924,1
2,20200925,1
2,20200928,1
2,20200929,1
2,20200930,1
2,20201001,1
2,20201002,1
2,20201005,1
2,20201006,1
2,20201007,1
2,20201008,1
2,20201009,1
2,20201012,1
2,20201013,1
2,20201014,1
2,20201015,1
2,20201016,1
2,20201019,1
2,20201020,1
2,20201021,1
2,20201022,1
2,20201023,1
2,20201026,1
2,20201027,1
2,20201028,1
2,20201029,1
2,20201030,1
2,20201102,1
2,20201103,1
2,20201104,1
2,20201105,1
2,20201106,1
2,20201109,1
2,20201110,1
2,20201111,1
2,20201112,1
2,20201113,1
2,20201116,1
2,20201117,1
2,20201118,1
2,20201119,1
2,20201120,1
2,20201123,1
2,20201124,1
2,20201125,1
2,20201127,1
2,20201130,1
2,20201201,1
2,20201202,1
2,20201203,1
2,20201204,1
2,20201207,1
2,20201208,1
2,20201209,1
2,20201210,1
2,20201211,1
2,20201214,1
2,20201215,1
2,20201216,1
2,20201217,1
2,20201218,1
2,20201221,1
2,20201222,1
2,20201223,1
2,20201224,1
2,20201228,1
2,20201229,1
2,20201230,1
2,20201231,1
2,20210104,1
2,20210105,1
2,20210106,1
2,20210107,1
2,20210108,1
2,20210111,1
2,20210112,1
2,20210113,1
2,20210114,1
2,20210115,1
2,20210119,1
2,20210120,1
2,20210121,1
2,20210122,1
2,20210125,1
2,20210126,1
2,20210127,1
2,20210128,1
2,20210129,1
2,20210201,1
2,20210202,1
2,20210203,1
2,20210204,1
2,20210205,1
2,20210208,1
2,20210209,1
2,20210210,1
2,20210211,1
2,20210212,1
2,20210216,1
2,20210217,1
2,20210218,1
2,20210219,1
2,20210222,1
2,20210223,1
2,20210224,1
2,20210225,1
2,20210226,1
2,20210301,1
2,20210302,1
2,20210303,1
2,20210304,1
2,20210305,1
3,20210111,1
3,20210112,1
3,20210113,1
3,20210114,1
3,20210115,1
3,20210119,1
3,20210120,1
3,20210121,1
3,20210122,1
3,20210125,1
3,20210126,1
3,20210127,1
3,20210128,1
3,20210129,1
3,20210201,1
3,20210202,1
3,20210203,1
3,20210204,1
3,20210205,1
3,20210208,1
3,20210209,1
3,20210210,1
3,20210211,1
3,20210212,1
3,20210216,1
3,20210217,1
3,20210218,1
3,20210219,1
3,20210222,1
3,20210223,1
3,20210224,1
3,20210225,1
3,20210226,1
3,20210301,1
3,20210302,1
3,20210303,1
3,20210304,1
3,20210305,1
4,20200910,1
4,20200911,1
4,20201127,1
4,20201221,1
4,20201222,1
4,20201223,1
4,20201224,1
4,20201228,1
4,20201229,1
4,20201230,1
4,20201231,1
4,20210104,1
4,20210105,1
4,20210106,1
4,20210107,1
4,20210108,1
5,20200914,1
5,20200915,1
5,20200916,1
5,20200917,1
5,20200918,1
5,20200921,1
5,20200922,1
5,20200923,1
5,20200924,1
5,20200925,1
5,20200928,1
5,20200929,1
5,20200930,1
5,20201001,1
5,20201002,1
5,20201005,1
5,20201006,1
5,20201007,1
5,20201008,1
5,20201009,1
5,20201012,1
5,20201013,1
5,20201014,1
5,20201015,1
5,20201016,1
5,20201019,1
5,20201020,1
5,20201021,1
5,20201022,1
5,20201023,1
5,20201026,1
5,20201027,1
5,20201028,1
5,20201029,1
5,20201030,1
5,20201102,1
5,20201103,1
5,20201104,1
5,20201105,1
5,20201106,1
5,20201109,1
5,20201110,1
5,20201111,1
5,20201112,1
5,20201113,1
5,20201116,1
5,20201117,1
5,20201118,1
5,20201119,1
5,20201120,1
5,20201123,1
5,20201124,1
5,20201125,1
5,20201130,1
5,20201201,1
5,20201202,1
5,20201203,1
5,20201204,1
5,20201207,1
5,20201208,1
5,20201209,1
5,20201210,1
5,20201211,1
5,20201214,1
5,20201215,1
5,20201216,1
5,20201217,1
5,20201218,1
6,20200912,1
6,20200913,1
6,20200919,1
6,20200920,1
6,20200926,1
6,20200927,1
6,20201003,1
6,20201004,1
6,20201010,1
6,20201011,1
6,20201017,1
6,20201018,1
6,20201024,1
6,20201025,1
6,20201031,1
6,20201101,1
6,20201107,1
6,20201108,1
6,20201114,1
6,20201115,1
6,20201121,1
6,20201122,1
6,20201126,1
6,20201128,1
6,20201129,1
6,20201205,1
6,20201206,1
6,20201212,1
6,20201213,1
6,20201219,1
6,20201220,1
6,20201225,1
6,20201226,1
6,20201227,1
6,20210101,1
6,20210102,1
6,20210103,1
6,20210109,1
6,20210110,1
6,20210116,1
6,20210117,1
6,20210118,1
6,20210123,1
6,20210124,1
6,20210130,1
6,20210131,1
6,20210206,1
6,20210207,1
6,20210213,1
6,20210214,1
6,20210215,1
6,20210220,1
6,20210221,1
6,20210227,1
6,20210228,1
7,20210118,1
7,20210215,1
8,20200910,1
8,20200911,1
8,20200914,1
8,20200915,1
8,20200916,1
8,20200917,1
8,20200918,1
8,20200921,1
8,20200922,1
8,20200923,1
8,20200924,1
8,20200925,1
8,20200928,1
8,20200929,1
8,20200930,1
8,20201001,1
8,20201002,1
8,20201005,1
8,20201006,1
8,20201007,1
8,20201008,1
8,20201009,1
8,20201012,1
8,20201013,1
8,20201014,1
8,20201015,1
8,20201016,1
8,20201019,1
8,20201020,1
8,20201021,1
8,20201022,1
8,20201023,1
8,20201026,1
8,20201029,1
8,20201030,1
8,20201102,1
8,20201103,1
8,20201104,1
8,20201105,1
8,20201106,1
8,20201109,1
8,20201110,1
8,20201111,1
8,20201112,1
8,20201113,1
8,20201116,1
8,20201117,1
8,20201118,1
8,20201119,1
8,20201120,1
8,20201123,1
8,20201124,1
8,20201125,1
8,20201127,1
8,20201130,1
8,20201201,1
8,20201202,1
8,20201203,1
8,20201204,1
8,20201207,1
8,20201208,1
8,20201209,1
8,20201210,1
8,20201211,1
8,20201214,1
8,20201215,1
8,20201216,1
8,20201217,1
8,20201218,1
8,20201221,1
8,20201222,1
8,20201223,1
8,20201224,1
8,20201228,1
8,20201229,1
8,20201230,1
8,20201231,1
8,20210104,1
8,20210105,1
8,20210106,1
8,20210107,1
8,20210108,1
8,20210111,1
8,20210112,1
8,20210113,1
8,20210114,1
8,20210115,1
8,20210119,1
8,20210120,1
8,20210121,1
8,20210122,1
8,20210125,1
8,20210126,1
8,20210127,1
8,20210128,1
8,20210129,1
8,20210201,1
