"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id","bikes_allowed"
12,4,4151,"LINDENWOLD LOCAL",1,1,1
12,4,4152,"LINDENWOLD SPECIAL",1,1,1
12,4,4153,"LINDENWOLD SPECIAL",1,1,1
12,4,4154,"LINDENWOLD SPECIAL",1,1,1
12,4,4155,"LINDENWOLD SPECIAL",1,1,1
12,4,4156,"LINDENWOLD SPECIAL",1,1,1
12,4,4157,"LINDENWOLD LOCAL",1,1,1
12,4,4158,"LINDENWOLD LOCAL",1,1,1
12,4,4159,"LINDENWOLD LOCAL",1,1,1
12,4,4160,"LINDENWOLD LOCAL",1,1,1
12,4,4161,"LINDENWOLD LOCAL",1,1,1
12,4,4162,"LINDENWOLD LOCAL",1,1,1
12,4,4163,"LINDENWOLD LOCAL",1,1,1
12,4,4164,"LINDENWOLD LOCAL",1,1,1
12,4,4165,"LINDENWOLD LOCAL",1,1,1
12,4,4166,"LINDENWOLD LOCAL",1,1,1
12,4,4167,"LINDENWOLD LOCAL",1,1,1
12,4,4168,"LINDENWOLD LOCAL",1,1,1
12,4,4169,"LINDENWOLD LOCAL",1,1,1
12,4,4170,"LINDENWOLD LOCAL",1,1,1
12,4,4171,"LINDENWOLD LOCAL",1,1,1
12,4,4172,"LINDENWOLD LOCAL",1,1,1
12,4,4173,"LINDENWOLD LOCAL",1,1,1
12,4,4174,"LINDENWOLD LOCAL",1,1,1
12,4,4175,"LINDENWOLD LOCAL",1,1,1
12,4,4176,"LINDENWOLD LOCAL",1,1,1
12,4,4177,"LINDENWOLD LOCAL",1,1,1
12,4,4178,"LINDENWOLD LOCAL",1,1,1
12,4,4179,"LINDENWOLD LOCAL",1,1,1
12,4,4180,"LINDENWOLD LOCAL",1,1,1
12,4,4181,"LINDENWOLD LOCAL",1,1,1
12,4,4182,"LINDENWOLD LOCAL",1,1,1
12,4,4183,"LINDENWOLD LOCAL",1,1,1
12,4,4184,"LINDENWOLD LOCAL",1,1,1
12,4,4185,"LINDENWOLD LOCAL",1,1,1
12,4,4186,"LINDENWOLD LOCAL",1,1,1
12,4,4187,"LINDENWOLD LOCAL",1,1,1
12,4,4188,"LINDENWOLD LOCAL",1,1,1
12,4,4189,"LINDENWOLD LOCAL",1,1,1
12,4,4190,"LINDENWOLD LOCAL",1,1,1
12,4,4191,"LINDENWOLD LOCAL",1,1,1
12,4,4192,"LINDENWOLD LOCAL",1,1,1
12,4,4193,"LINDENWOLD LOCAL",1,1,1
12,4,4194,"LINDENWOLD LOCAL",1,1,1
12,4,4195,"LINDENWOLD LOCAL",1,1,1
12,4,4196,"LINDENWOLD LOCAL",1,1,1
12,1,4197,"LINDENWOLD LOCAL",1,1,1
12,1,4198,"LINDENWOLD SPECIAL",1,1,1
12,1,4199,"LINDENWOLD SPECIAL",1,1,1
12,1,4200,"LINDENWOLD SPECIAL",1,1,1
12,1,4201,"LINDENWOLD SPECIAL",1,1,1
12,1,4202,"LINDENWOLD SPECIAL",1,1,1
12,1,4203,"LINDENWOLD LOCAL",1,1,1
12,1,4204,"LINDENWOLD LOCAL",1,1,1
12,1,4205,"LINDENWOLD LOCAL",1,1,1
12,1,4206,"LINDENWOLD LOCAL",1,1,1
12,1,4207,"LINDENWOLD LOCAL",1,1,1
12,1,4208,"LINDENWOLD LOCAL",1,1,1
12,1,4209,"LINDENWOLD LOCAL",1,1,1
12,1,4210,"LINDENWOLD LOCAL",1,1,1
12,1,4211,"LINDENWOLD LOCAL",1,1,1
12,1,4212,"LINDENWOLD LOCAL",1,1,1
12,1,4213,"LINDENWOLD LOCAL",1,1,1
12,1,4214,"LINDENWOLD LOCAL",1,1,1
12,1,4215,"LINDENWOLD LOCAL",1,1,1
12,1,4216,"LINDENWOLD LOCAL",1,1,1
12,1,4217,"LINDENWOLD LOCAL",1,1,1
12,1,4218,"LINDENWOLD LOCAL",1,1,1
12,1,4219,"LINDENWOLD LOCAL",1,1,1
12,1,4220,"LINDENWOLD LOCAL",1,1,1
12,1,4221,"LINDENWOLD LOCAL",1,1,1
12,1,4222,"LINDENWOLD LOCAL",1,1,1
12,1,4223,"LINDENWOLD LOCAL",1,1,1
12,1,4224,"LINDENWOLD LOCAL",1,1,1
12,1,4225,"LINDENWOLD LOCAL",1,1,1
12,1,4226,"LINDENWOLD LOCAL",1,1,1
12,1,4227,"LINDENWOLD LOCAL",1,1,1
12,1,4228,"LINDENWOLD LOCAL",1,1,1
12,1,4229,"LINDENWOLD LOCAL",1,1,1
12,1,4230,"LINDENWOLD LOCAL",1,1,1
12,1,4231,"LINDENWOLD LOCAL",1,1,1
12,1,4232,"LINDENWOLD LOCAL",1,1,1
